product_title,product_price,product_review,product_rating,product_bulletPoint,product_description
"Allen Solly Men’s Polo T Shirt | Comfortable Rich Cotton Blend, Band Collar, Regular Fit | Stylish & Premium All Day Wear",802,"Top reviews from India


There was a problem filtering reviews. Please reload the page.

Chandan5.0 out of 5 stars
Good buy
Reviewed in India on 3 March 2026Size: LColour: NavyVerified Purchase


Good fit and quality M size would have fit me better however L also look ok
Read more
One person found this helpful


              Helpful



Report

Swapnil4.0 out of 5 stars
Quite high
Reviewed in India on 5 December 2025Size: SColour: Jet BlackVerified Purchase
Nice fit, nice fabric, nice quality. Also, the colour was not fade but the price was quite high
Read more



              Helpful



Report

aditya jain5.0 out of 5 stars
Nice fabric and quality
Reviewed in India on 4 February 2026Size: LColour: Jet BlackVerified Purchase
Very nice fit and fabric quality. The black color didn't fade even after couple of washes. Go for it!!
Read more



              Helpful



Report

Sanwra meena3.0 out of 5 stars
Rate ke according quality is not good
Reviewed in India on 22 February 2026Size: LColour: Jet BlackVerified Purchase
Best T-shirt is average quality
Read more



              Helpful



Report

Guniram Sharma5.0 out of 5 stars
Good Quality-Highly Recommended!
Reviewed in India on 10 February 2026Size: LColour: Jet BlackVerified Purchase
Recently purchased this T-shirt, and it has quickly become a staple in my wardrobe. If you're looking for a mix of style and quality , this is it!Fabric & Comfort: First thing I noticed was the fabric quality. It’s incredibly soft against the skin and feels premium, not like those thin, scratchy you often find. It has just the right amount of breath, making it perfect for all-day wear.Fit & Construction: Stitching is clean and sturdy, with no loose threads or uneven seams. It holds its shape wellOverall Verdict : Given the high-quality material and the comfortable fit, it’s a total steal. It looks just as good with a pair of jeans
Read more



              Helpful



Report

Divish N Shetty4.0 out of 5 stars
the stich quality
Reviewed in India on 8 February 2026Size: SColour: Tango RedVerified Purchase
Product is good and comfortable .However i found after a few days that a inch long stich near the lower back had come off, which is because i didnt check each part of the tshirt.So buyers pl check in detail after you recieved the product, since it has a limited days of return
Read more
2 people found this helpful


              Helpful



Report

Priya Bhattacharjee5.0 out of 5 stars
Allen Solly Men Polo | Half Seelves Regular Fit
Reviewed in India on 9 February 2026Size: LColour: Jet BlackVerified Purchase
I bought this tshirt for my husband and he just love this tshirt. Style is cool, very comfortable, light weight, washable fabric, Value for money, and size is perfect go for it...
Read more



              Helpful



Report

Rajesh4.0 out of 5 stars
Nice product
Reviewed in India on 15 February 2026Size: XLColour: Indigo MelangeVerified Purchase
Nice product
Read more



              Helpful



Report
See more reviews",4.1  4.1 out of 5 stars,"Top highlights      
   
Material composition 
  
60% Cotton, 40% Polyester 
    
Pattern 
  
Solid 
    
Fit type 
  
Regular Fit 
    
Sleeve type 
  
Half Sleeve 
    
Collar style 
  
Band Collar 
    
Length 
  
Standard Length 
    
Country of Origin 
  
India 
   
  About this item   60% cotton and 40% polyester Regular fit Banded collar Half sleeve Wash with mild detergent, do not bleach, dry in shade Made in India    Additional Information    
Manufacturer 
  
Aditya Birla Fashion and Retail Limited, Aditya Birla Fashion and Retail Limited. Kh No. 118/110/1, Building 2, Divyasree Technopolis, Yemalur Post, Off HAL Airport Road, Bengaluru-560037 
    
Packer 
  
Aditya Birla Fashion and Retail Limited. Kh No. 118/110/1, Building 2, Divyasree Technopolis, Yemalur Post, Off HAL Airport Road, Bengaluru-560037 - Contact - 9742580560 
    
Importer 
  
Aditya Birla Fashion and Retail Limited 
    
Item Weight 
  
250 g 
    
Item Dimensions LxWxH 
  
28 x 27 x 2 Centimeters 
    
Net Quantity 
  
1 Piece 
    
Included Components 
  
1-T-shirt 
    
Generic Name 
  
Polo 
   See more About this item         Style    
Loading content.








        Item details    
Loading content.",Allen Solly Men's Plain Regular Fit Polo
